啊	a/ā/è/á/ǎ/à
䅃	qióng/jiòng
璚	qióng/jué
穹	qióng/qiōng/kōng
瓗	qióng/wěi/wèi
瓊	qióng/xuán
䟬	qiù
𪖛	qiù
𨕦	qiù
䠗	qiù/xiòng
巯	qiú
鯄	qiú
䊵	qiú
俅	qiú
㟈	qiú
毬	qiú
𦰪	qiú
扏	qiú
䟵	qiú
𩗕	qiú
虬	qiú
鰽	qiú
湭	qiú
蛷	qiú
裘	qiú
璆	qiú
𨟽	qiú
訅	qiú
球	qiú
囚	qiú
巰	qiú
殏	qiú
煪	qiú
觩	qiú
虯	qiú
㕤	qiú
㷕	qiú
𩵍	qiú
浗	qiú
𨲒	qiú
𨺧	qiú
𨱇	qiú
䤛	qiú
梂	qiú
逑	qiú
䎿	qiú
𢦎	qiú
絿	qiú
𩔕	qiú
皳	qiú
𧻱	qiú
唒	qiú
叴	qiú
𩾁	qiú
逎	qiú
䜪	qiú
肍	qiú
𠗈	qiú
盚	qiú
㛏	qiú
紌	qiú
赇	qiú
釚	qiú
觓	qiú
𧣕	qiú
𢛃	qiú
銶	qiú
𥥽	qiú
玌	qiú
𤞰	qiú
𧤕	qiú
𦬖	qiú
𩒮	qiú
𣧝	qiú
㺫	qiú
崷	qiú
𢘄	qiú
鮂	qiú
賕	qiú
𧔭	qiú
𨒊	qiú
鼽	qiú
𡲚	qiú
䣇	qiú
㧨	qiú
莍	qiú
犰	qiú
酋	qiú
求	qiú
𢈝	qiú
㞗	qiú
𥭑	qiú
醔	qiú/chōu
𤕾	qiú/fǔ
釓	qiú/gá
㤹	qiú/jiù
艽	qiú/jiāo
㥢	qiú/jiū
蝤	qiú/jiū/yóu
𧺤	qiú/jū
訄	qiú/kāo
遒	qiú/qiū
𣭳	qiú/qú
渞	qiú/wù
汓	qiú/yóu
泅	qiú/yōu
㭝	qiú/òu
𠜼	qiā
𠝛	qiā
掐	qiā
𡤫	qiā
𣣟	qiā
葜	qiā
𣘟	qiā
𢮌	qiā/jié
擖	qiā/jiā/zhá/guā/yè/gē/liè/kā
䶗	qiā/qiǎ/kè
佉	qiā/qū
㤉	qiā/yà
𠠃	qiān
悭	qiān
攓	qiān
釺	qiān
𠔺	qiān
迁	qiān
𠑲	qiān
茾	qiān
鹐	qiān
𧟑	qiān
𨐩	qiān
圲	qiān
签	qiān
谸	qiān
扦	qiān
遷	qiān
㩷	qiān
蚈	qiān
𤿷	qiān
佥	qiān
愆	qiān
骞	qiān
𣢬	qiān
僉	qiān
䇂	qiān
䉦	qiān
箞	qiān
𦖎	qiān
汘	qiān
𢧥	qiān
𧘜	qiān
𠬾	qiān
攐	qiān
孯	qiān
𥏥	qiān
奷	qiān
簽	qiān
杄	qiān
䞿	qiān
𥲢	qiān
諐	qiān
𥱺	qiān
𩪢	qiān
顅	qiān
𨓲	qiān
铅	qiān
搴	qiān
𢍱	qiān
𧽐	qiān
𨝍	qiān
𧛓	qiān
𤠿	qiān
𢋔	qiān
檶	qiān
𣟋	qiān
𢃥	qiān
𢌍	qiān
牵	qiān
𧢞	qiān
𧲀	qiān
𣢲	qiān
籤	qiān
拪	qiān
䀒	qiān
粁	qiān
千	qiān
櫏	qiān
𣘝	qiān
兛	qiān
𨦄	qiān
鵮	qiān
𩋆	qiān
㩃	qiān
𢜩	qiān
𨨘	qiān
攑	qiān
𥜴	qiān
仟	qiān
阡	qiān
㗔	qiān
鬝	qiān
韆	qiān
谦	qiān
𪇇	qiān
钎	qiān
𪉻	qiān
𧮮	qiān
𩨓	qiān
鬜	qiān
褰	qiān
𨐋	qiān
岍	qiān
欦	qiān/hān/xiān/qián
雃	qiān/jiè
騫	qiān/jiǎn
婜	qiān/jǐn
縴	qiān/qiàn
牽	qiān/qiàn
芊	qiān/qiàn
撁	qiān/qiàn
㪠	qiān/qiàn/jiān
羥	qiān/qiǎng
圱	qiān/sú
掔	qiān/wàn
瓩	qiān/wǎ
臤	qiān/xián/qìn
孅	qiān/xiān
慳	qiān/xiǎn
鉛	qiān/yán
汧	qiān/yán
謙	qiān/zhàn
鈆	qiān/zhōng
𩿄	qiāng
𡬎	qiāng
牄	qiāng
玱	qiāng
𪁸	qiāng
溬	qiāng
錆	qiāng
镪	qiāng
枪	qiāng
锖	qiāng
跄	qiāng
𢈵	qiāng
𩣼	qiāng
嶈	qiāng
謒	qiāng
猐	qiāng
𩩝	qiāng
羌	qiāng
戗	qiāng
𣫝	qiāng
𦯤	qiāng
䤌	qiāng
锵	qiāng
𧽩	qiāng
𪎞	qiāng
𧇞	qiāng
斨	qiāng
𨄚	qiāng
鏘	qiāng
𦳟	qiāng
𨶆	qiāng
𪙎	qiāng
㳾	qiāng
𧱡	qiāng
蜣	qiāng
呛	qiāng
㾤	qiāng
瑲	qiāng/chēng/cāng
槍	qiāng/chēng/qiǎng
篬	qiāng/cāng
𡺛	qiāng/huà
羫	qiāng/kàng
腔	qiāng/kòng
椌	qiāng/kōng
蹡	qiāng/qiàng
蹌	qiāng/qiàng
嗆	qiāng/qiàng/chéng
跫	qiāng/qiōng/qióng
羗	qiāng/yǒu
戕	qiāng/zāng
锹	qiāo
鍬	qiāo
䂭	qiāo
頝	qiāo
硗	qiāo
趬	qiāo
缲	qiāo
𨜑	qiāo
𢮉	qiāo
踍	qiāo
鍫	qiāo
毃	qiāo
𢄹	qiāo
𢐟	qiāo
𢿣	qiāo
𩨟	qiāo
𣜽	qiāo
𡩇	qiāo
鄡	qiāo
𡌔	qiāo
𠏖	qiāo
橇	qiāo
幧	qiāo
𣂇	qiāo
䵲	qiāo
𥟅	qiāo
郻	qiāo
敲	qiāo
𩖇	qiāo
鄥	qiāo
跷	qiāo
𥉾	qiāo
𣖄	qiāo
𣦜	qiāo
𨞶	qiāo
䫞	qiāo/fén
䯨	qiāo/hè
跤	qiāo/jiāo
骹	qiāo/jiāo/xiāo
蹻	qiāo/jiǎo/jué/jú/xuè/juē
繑	qiāo/juē
鞽	qiāo/juē/qiáo
𨃤	qiāo/kào
嵪	qiāo/kāo
蹺	qiāo/qiào
墝	qiāo/qiào
墽	qiāo/qiào/áo
𢻤	qiāo/qiáo
㤍	qiāo/qiǎo
悄	qiāo/qiǎo/qiào
磽	qiāo/qiǎo/qiào/áo
鐰	qiāo/sào/cáo
燆	qiāo/xiāo
𡛠	qiē
𠋧	qiē
𥕑	qiē/jū
㛗	qiē/zuō/suō
𠀃	qiě/jī
且	qiě/jū/cú
𥑎	qiōng
匔	qiōng
銎	qiōng/qióng
𪍗	qiū
蠤	qiū
鞦	qiū
蚯	qiū
䆋	qiū
丠	qiū
篍	qiū
楸	qiū
鹙	qiū
鰍	qiū
恘	qiū
㳋	qiū
䨂	qiū
穐	qiū
秋	qiū
𡊣	qiū
媝	qiū
秌	qiū
坵	qiū
㚱	qiū
蟗	qiū
𧏋	qiū
𥔻	qiū
㐀	qiū
龝	qiū
𠰋	qiū
蝵	qiū
鞧	qiū
鶖	qiū
𥫷	qiū
邱	qiū
鰌	qiū
𠀉	qiū
䐐	qiū
丘	qiū
緧	qiū
䲡	qiū
𨍊	qiū
𧇸	qiū
鳅	qiū
𪚺	qiū
𧲰	qiū/chū
䠓	qiū/cù
趥	qiū/cù
萩	qiū/jiāo
邺	qiū/yè
蓲	qiū/ōu/xū/fū
跒	qiǎ
酠	qiǎ
𣍰	qiǎn
㧄	qiǎn
𠳋	qiǎn
𡒌	qiǎn
㹂	qiǎn
𨗦	qiǎn
𢮄	qiǎn
缱	qiǎn
𪘦	qiǎn
𩒣	qiǎn
𠋵	qiǎn
𥳐	qiǎn
𥦃	qiǎn
譴	qiǎn
𦅋	qiǎn
𥧬	qiǎn
𨺫	qiǎn
嵰	qiǎn
𧥛	qiǎn
浅	qiǎn
𧪯	qiǎn
𠊭	qiǎn
𣓅	qiǎn
繾	qiǎn
𩑳	qiǎn
䭤	qiǎn
蜸	qiǎn
谴	qiǎn
撖	qiǎn/hàn
㦿	qiǎn/hù
淺	qiǎn/jiān/jiàn/cán/zàn
凵	qiǎn/kǎn
遣	qiǎn/qiàn
䇜	qiǎn/qiàn
忏	qiǎn/qiān/chàn
脥	qiǎn/qū/jié
槏	qiǎn/xiàn/lián
膁	qiǎn/xiàn/yán
墏	qiǎng
𥇉	qiǎng
繦	qiǎng
羟	qiǎng
𥶑	qiǎng
𢐩	qiǎng
㛨	qiǎng
𥓌	qiǎng
繈	qiǎng
抢	qiǎng
襁	qiǎng
勥	qiǎng/jiǎng/jiàng
鏹	qiǎng/qiāng
搶	qiǎng/qiāng/qiàng/chéng/chēng
𦢺	qiǎo
髜	qiǎo
巧	qiǎo
𡺘	qiǎo
𥹶	qiǎo
䲾	qiǎo
㚽	qiǎo
𨸑	qiǎo
䂪	qiǎo/diào
釥	qiǎo/jiǎo
愀	qiǎo/qiù
𢩨	qiǎo/xiǔ
𩝠	qiǔ
搝	qiǔ
𧻁	qiǔ
𩈸	qiǔ
糗	qiǔ
𦦄	qiǔ
迲	qu
衐	qu
楾	quan
闎	quan
椦	quan
鹊	que/què
鵲	que/què
勸	quàn
𨨗	quàn
勧	quàn
𦍅	quàn
𢍕	quàn
牶	quàn
劝	quàn
䄐	quàn
韏	quàn/juàn
券	quàn/xuàn
銓	quán
𤥷	quán
𡴔	quán
权	quán
湶	quán
𩘘	quán
䠰	quán
鬈	quán
権	quán
洤	quán
𪈻	quán
犈	quán
全	quán
𩜬	quán
㒰	quán
𠤹	quán
筌	quán
絟	quán
葲	quán
𡰝	quán
鰁	quán
𡙐	quán
𤜍	quán
铨	quán
𨛈	quán
辁	quán
觠	quán
𡇮	quán
𢑆	quán
鳈	quán
𦓰	quán
瑔	quán
齤	quán
𡺟	quán
拳	quán
縓	quán
𠥙	quán
𧈾	quán
诠	quán
姾	quán
詮	quán
𨜩	quán
顴	quán
牷	quán
𡙅	quán
痊	quán
佺	quán
𣍴	quán
颧	quán
騡	quán
𩓫	quán
𧍭	quán
𤬠	quán
𥤊	quán
䀬	quán
泉	quán
巏	quán
𤷄	quán
𦏮	quán
硂	quán
搼	quán
㟫	quán
䟒	quán
荃	quán/chuò
輇	quán/chūn
權	quán/guàn
蠸	quán/huàn
䑏	quán/huān
孉	quán/huān
𢎠	quán/juàn
婘	quán/juàn
啳	quán/jué
蜷	quán/juǎn
踡	quán/juǎn
埢	quán/juǎn
捲	quán/juǎn/juàn
跧	quán/zūn
確	què
㲉	què
𡉉	què
皵	què
琷	què
𧢭	què
㕁	què
礭	què
阕	què
𪏨	què
㾡	què
燩	què
寉	què
𥗙	què
𪏈	què
确	què
䦬	què
𤿩	què
却	què
慤	què
𪖀	què
㩁	què
榷	què
灍	què
𧢩	què
𤣅	què
㹱	què
䲵	què
𨵗	què
䇎	què
𣤇	què
𨴒	què
悫	què
𥩢	què
崅	què
𤿋	què
𤿵	què
𥕹	què
𣛵	què
𣪹	què
𥜵	què
𢠬	què
𨢜	què
𤷽	què
𠞗	què
𥀎	què
𡇱	què
𩤈	què
㱋	què
㰌	què
愨	què
𨞩	què
𨴊	què/guān
搉	què/huō
㱿	què/hù/qiǎng
㴶	què/hú
礐	què/hú
卻	què/jiǎo/xì
傕	què/jué
埆	què/jué
䍳	què/jué/chuò
闋	què/jué/kuí
𨟠	què/jué/quān
硞	què/kè/kù
墧	què/qiáo
塙	què/qiāo
碻	què/qiāo
雀	què/qiāo/qiǎo
闕	què/quē/jué
趞	què/qì/jí
舄	què/xì/tuō
䧿	què/xī
碏	què/xī
瘸	qué
㒽	quān
𡈉	quān
駩	quān
𩧴	quān
圏	quān
𠛮	quān
𥁸	quān
𦋓	quān
峑	quān
鐉	quān
弮	quān/juàn
圈	quān/juàn/juān/quán/juǎn
棬	quān/juàn/quán
𨩸	quān/juān
䌯	quān/quán/guàn
悛	quān/xún
恮	quān/zhuān
蒛	quē
𩨷	quē
𧎯	quē
阙	quē
𩨭	quē
𥆸	quē
𥗮	quē
𩫠	quē
缺	quē/kuǐ
犭	quǎn
𣸋	quǎn
䅚	quǎn
绻	quǎn
犬	quǎn
𡿨	quǎn
𦨚	quǎn
畎	quǎn
綣	quǎn
𪐂	quǎn
烇	quǎn
𤰝	quǎn
虇	quǎn
𢔑	quǎn
汱	quǎn/fú
𥹳	quǎn/huán
䊎	quǎn/qún
𧸾	quǎn/xuàn
甽	quǎn/zhùn/zhèn
𢢖	qì
䀙	qì
欫	qì
憩	qì
迄	qì
𦈦	qì
𦧉	qì
䌌	qì
𡢖	qì
𡻰	qì
暣	qì
炁	qì
磧	qì
唭	qì
芞	qì
碛	qì
𧙞	qì
𥽳	qì
棄	qì
湆	qì
䢀	qì
盵	qì
碶	qì
𦛰	qì
䚉	qì
噐	qì
𠴹	qì
𢔠	qì
䚍	qì
弃	qì
𦚊	qì
䁈	qì
𡽼	qì
憇	qì
𨵆	qì
𢜱	qì
栔	qì
𧻕	qì
𡹩	qì
𤼅	qì
𢔆	qì
𡻧	qì
䅤	qì
訖	qì
汔	qì
𪔪	qì
𨒅	qì
𣾤	qì
䒗	qì
𧘧	qì
𥉻	qì
𣫱	qì
𥌁	qì
䰴	qì
𢞒	qì
䁉	qì
𧼕	qì
湇	qì
𩧌	qì
𠊔	qì
𥄜	qì
𧽓	qì
𨊰	qì
𦧯	qì
咠	qì
𥀻	qì
𧇜	qì
䏅	qì
𡹓	qì
𦘸	qì
𣔘	qì
𥷇	qì
讫	qì
甈	qì
𦙊	qì
㣬	qì
葺	qì
𦡹	qì
𨁐	qì
𨑤	qì
𥓾	qì
𦩣	qì
気	qì
𦪊	qì
器	qì
𡍪	qì
罊	qì
夡	qì
摖	qì/chá
鼜	qì/cào
矵	qì/diāo
汽	qì/gài/yǐ
𩨘	qì/gē
肐	qì/gē
𤺗	qì/jì
蟿	qì/jì
𢢞	qì/jì/kuài
㞓	qì/jī
忾	qì/kài
愒	qì/kài/hè
泣	qì/lì/sè
䏠	qì/lā
气	qì/qi/qǐ
氣	qì/qi/xì
𢍆	qì/qiè
砌	qì/qiè
䫔	qì/qiè/yà/kuí
綦	qì/qí
𧡘	qì/qīn
𢺵	qì/qǐ
𧚨	qì/shà/qiè
契	qì/xiè/qiè/jié
忔	qì/yì
䏌	qì/yì
磩	qì/zhú
呮	qì/zhī
㞚	qì/zhǎ
䙄	qì/zhǎ
䟄	qì/zuó/zè
䔾	qì/è
菣	qìn
𦧋	qìn
揿	qìn
𠖶	qìn
𠜘	qìn
吣	qìn
𠦎	qìn
𩔝	qìn
䈜	qìn
藽	qìn
瀙	qìn
抋	qìn
𡹢	qìn
沁	qìn
𣖯	qìn
吢	qìn
𩂈	qìn
𩐙	qìn
㞬	qìn
撳	qìn
㤈	qìn
𢱶	qìn
搇	qìn
𤵂	qìn
𣨠	qìn/qīn
罄	qìng
𡄔	qìng
䋜	qìng
𤭩	qìng
庆	qìng
𩇝	qìng
䡖	qìng
掅	qìng
𥱨	qìng
𩇟	qìng
碃	qìng
凊	qìng
磘	qìng
㵾	qìng/jìng
殸	qìng/kēng/shēng
靘	qìng/qīng/jìng
慶	qìng/qīng/qiāng
磬	qìng/qǐng
畁	qí
𦭲	qí
棊	qí
𠅚	qí
祺	qí
䭶	qí
𡹉	qí
艩	qí
蚚	qí
脐	qí
𢾪	qí
𢺷	qí
𩷾	qí
𨸒	qí
𠓪	qí
埼	qí
㖢	qí
檱	qí
竒	qí
𪄖	qí
𡪵	qí
𢁒	qí
愭	qí
旗	qí
䳢	qí
䶒	qí
𪂛	qí
𪗅	qí
颀	qí
𧎪	qí
蜞	qí
綥	qí
䟚	qí
禥	qí
蚑	qí
畦	qí
鵸	qí
骑	qí
䓫	qí
䲬	qí
䱈	qí
纃	qí
琪	qí
鲯	qí
𡺸	qí
𢾦	qí
𥉙	qí
岐	qí
旂	qí
𩴪	qí
璂	qí
齐	qí
𨱜	qí
濝	qí
疧	qí
𤪌	qí
麡	qí
䭼	qí
歧	qí
鶀	qí
𦫡	qí
㟚	qí
䶞	qí
𪗆	qí
斊	qí
𥼘	qí
𩳣	qí
𩲪	qí
䅲	qí
䄢	qí
䓅	qí
麒	qí
𨪌	qí
𨉸	qí
藄	qí
鰭	qí
㯦	qí
淇	qí
𪗏	qí
綨	qí
𧡺	qí
𧯯	qí
鬐	qí
琦	qí
䉻	qí
𡦍	qí
𧰙	qí
鯕	qí
騏	qí
䧵	qí
䐡	qí
臍	qí
蕲	qí
玂	qí
𧌞	qí
𢍑	qí
𠁭	qí
䑴	qí
蛴	qí
𦸗	qí
剘	qí
𪗍	qí
𣯆	qí
𢻚	qí
碁	qí
鬿	qí
骐	qí
𩥂	qí
𨥦	qí
𩨝	qí
䡋	qí
𤷍	qí
萕	qí
㟢	qí
𢻋	qí
𪙧	qí
猉	qí
蠐	qí
釮	qí
锜	qí
軝	qí
㰗	qí
𩦋	qí
肵	qí
斉	qí
粸	qí
𧓑	qí
䩓	qí
𤹸	qí
蜝	qí
䰇	qí
岓	qí
𢩡	qí
掑	qí
𩹵	qí
亓	qí
㟓	qí
鳍	qí
櫀	qí
𢍁	qí/bì
㩽	qí/chì/è
芪	qí/chí
𩉬	qí/chí
祇	qí/chí/zhī
𪀩	qí/dàn/chú
祈	qí/guǐ
騎	qí/jì
帺	qí/jì
懠	qí/jì/jī
棋	qí/jī
萁	qí/jī
踑	qí/jī/jì
其	qí/jī/jì
齊	qí/jī/jì/zī/zhāi/jiǎn
蘄	qí/jī/qín
奇	qí/jī/ǎi/yǐ
䞚	qí/kuí
頎	qí/kěn
碕	qí/qī/qǐ
跂	qí/qǐ/qì/jī/zhī
崎	qí/qǐ/yī
忯	qí/shì
𦔌	qí/sí
𨸔	qí/wéi
鮨	qí/yì
錡	qí/yǐ
亝	qí/zhāi
𠫸	qí/zhāi
𨙸	qí/zhī
祁	qí/zhǐ
蚔	qí/zhǐ
耆	qí/zhǐ/shì
捦	qín
𥎊	qín
檎	qín
㢙	qín
蠄	qín
𥱧	qín
螓	qín
鵭	qín
庈	qín
靲	qín
秦	qín
琹	qín
埁	qín
𤴽	qín
㘦	qín
𤚩	qín
珡	qín
𥘋	qín
𪒯	qín
䦦	qín
噙	qín
澿	qín
𠓿	qín
鈙	qín
𪒭	qín
雂	qín
𠘅	qín
琴	qín
瘽	qín
㩒	qín
𥎡	qín
芹	qín
擒	qín
𣜣	qín
耹	qín
𨙽	qín
㕋	qín
禽	qín
懃	qín
菦	qín
𨾰	qín
䔷	qín
𣪄	qín
𨛣	qín
嗪	qín
鳹	qín
㮗	qín
懄	qín
慬	qín/jìn/jǐn
矜	qín/jīn/guān
斳	qín/jǐn
堇	qín/jǐn/jìn
㪁	qín/kān/qiàn/qián
蚙	qín/qián
𩎖	qín/qián
勤	qín/qí
菳	qín/qīn/jīn
嫀	qín/shēn
鬵	qín/xín
芩	qín/yín
䰼	qín/yín/shèn
夝	qíng
䲔	qíng
𧖪	qíng
晴	qíng
黥	qíng
㯳	qíng
𩷏	qíng
樈	qíng
䞍	qíng
甠	qíng
𩽡	qíng
擎	qíng
勍	qíng
𣩜	qíng
𪄈	qíng
氰	qíng
棾	qíng
暒	qíng
檠	qíng/jìng
葝	qíng/jìng
殑	qíng/jīng/jìng
擏	qíng/jǐng/jìng
剠	qíng/lüè
情	qíng/qing
𠇯	qù
覷	qù
㫢	qù
阒	qù
唟	qù
闃	qù
麮	qù
鼁	qù
厺	qù
㰦	qù
𤙏	qù
刞	qù
閴	qù
𩿟	qù
䠐	qù
䁦	qù
觑	qù
耝	qù/chú
趣	qù/cù/qū/cǒu/zōu
㧁	qù/hé
呿	qù/kā
覰	qù/qū
去	qù/qū
劬	qú
蕖	qú
𣰡	qú
鸜	qú
躣	qú
㣄	qú
𨞙	qú
𢦌	qú
𠣪	qú
璖	qú
蟝	qú
𡡥	qú
翑	qú
𩴹	qú
癯	qú
菃	qú
䋧	qú
𢎖	qú
璩	qú
氍	qú
𪆂	qú
𩉿	qú
𦔬	qú
𡲰	qú
佢	qú
䟊	qú
𩽩	qú
鴝	qú
𠍲	qú
𤨎	qú
蠷	qú
磲	qú
𧾱	qú
𥧻	qú
胊	qú
䂂	qú
𩿥	qú
𣰋	qú
𢌄	qú
𦼫	qú
𧄒	qú
𨞳	qú
鼩	qú
𣖪	qú
𧲵	qú
𪄊	qú
㖆	qú
𥗫	qú
𣰠	qú
㲘	qú
衢	qú
𡱺	qú
葋	qú
𪌆	qú
𦣒	qú
𦕙	qú
𣯸	qú
𩵅	qú
斪	qú
𣰻	qú
𥃔	qú
𩧘	qú
灈	qú
𨼽	qú
㜹	qú
𪁖	qú
䆽	qú
𪍸	qú
𨼫	qú
𧊛	qú
𩇐	qú
𧝔	qú
鑺	qú
欋	qú
𪉌	qú
𨐣	qú
𦄽	qú
絇	qú
𧕎	qú
䝣	qú
𨎶	qú
臞	qú
𠏛	qú
㯫	qú
戵	qú
淭	qú
𩢳	qú
𩿩	qú/duó
䞤	qú/fǔ/qǔ
䵶	qú/gōu
𪀊	qú/gōu/gòu
軥	qú/gōu/gòu/jū
蘧	qú/jù
渠	qú/jù
忂	qú/jù
螶	qú/jù
籧	qú/jǔ
朐	qú/xū/xù/chǔn
𦐛	qú/yù
裙	qún
羣	qún
𣀄	qún
㿏	qún
帬	qún
㪊	qún
𤸷	qún
䭽	qún
𨞗	qún
裠	qún
宭	qún
𤛭	qún
群	qún
慽	qī
鏚	qī
栖	qī
㥓	qī
𤳃	qī
欺	qī
桼	qī
𠐾	qī
𠀁	qī
䥓	qī
䗩	qī
𥖫	qī
緀	qī
魌	qī
凄	qī
鶈	qī
𤳤	qī
𪄭	qī
𪒆	qī
𡖾	qī
郪	qī
𠔶	qī
慼	qī
𪅾	qī
𣶠	qī
𢻪	qī
𤘌	qī
𣛺	qī
𣏶	qī
𦖊	qī
僛	qī
㬤	qī
𧠪	qī
霋	qī
𠎰	qī
桤	qī
䫏	qī
𢴰	qī
𩒛	qī
七	qī
諆	qī
期	qī
㱦	qī
𨞢	qī
𥇚	qī
𣉓	qī
𪒑	qī
娸	qī
𥉷	qī
萋	qī
𧒕	qī
𥉐	qī
𧋉	qī
𦸓	qī
迉	qī
榿	qī
柒	qī
𥤥	qī
𧕉	qī
𩺲	qī
㠌	qī
𡫁	qī/chèn
㩻	qī/guì/guǐ
朞	qī/jī
踦	qī/jī/jǐ/yǐ/yì
淒	qī/qiàn
沏	qī/qiè
漆	qī/qiè
悽	qī/qì
妻	qī/qì
磜	qī/qì
倛	qī/qí/qì
恓	qī/xù/xī
䣛	qī/xī
棲	qī/xī
磎	qī/xī
諿	qī/xǔ
槭	qī/zú/sè
媇	qīn
𤥓	qīn
㾣	qīn
嵚	qīn
衾	qīn
𡵑	qīn
䃢	qīn
𧯃	qīn
钦	qīn
䜷	qīn
嶔	qīn
𣆲	qīn
骎	qīn
駸	qīn
誛	qīn
鮼	qīn
顉	qīn
𥍯	qīn
𣢐	qīn/kēng
亲	qīn/qin
親	qīn/qin/qìng
唚	qīn/qìn
寴	qīn/qìn
㓎	qīn/qìn/qǐn
欽	qīn/qìn/yín
侵	qīn/qǐn
綅	qīn/xiān
𥃟	qīng
倾	qīng
狅	qīng
郬	qīng
寈	qīng
𩑭	qīng
圊	qīng
轻	qīng
𨻺	qīng
鲭	qīng
𧕙	qīng
𠑴	qīng
鑋	qīng
䨝	qīng
𪏅	qīng
𨓷	qīng
𣫨	qīng
氫	qīng
氢	qīng
𨆪	qīng
淸	qīng
卿	qīng
𠨍	qīng
𩗼	qīng
靑	qīng
青	qīng/jīng
蜻	qīng/jīng
清	qīng/qìng
輕	qīng/qìng
傾	qīng/qǐng
埥	qīng/zhēng
驅	qū
髷	qū
祛	qū
㠊	qū
蛐	qū
黢	qū
𢼰	qū
㸖	qū
𩖷	qū
躯	qū
岴	qū
区	qū
鰸	qū
㘗	qū
岖	qū
袪	qū
䈌	qū
䢗	qū
抾	qū
嶇	qū
軀	qū
覻	qū
䓛	qū
𨧱	qū
𧌑	qū
𨱊	qū
𦸶	qū
駆	qū
㭕	qū
趋	qū
憈	qū
駈	qū
诎	qū
𥶶	qū
𢌷	qū
驱	qū
𧾶	qū
䒼	qū
筁	qū
𦛱	qū
阹	qū
粬	qū
𥽧	qū
镼	qū
浀	qū
㻃	qū
麹	qū
匤	qū
𥬔	qū
𦛕	qū
𡱅	qū
𨄅	qū
𥺷	qū
𧐅	qū
麴	qū
麯	qū
𧠢	qū
𣮈	qū
𨸟	qū
𪛃	qū
胠	qū
𩣹	qū
鱋	qū
𢴮	qū
詘	qū/chù
𪌬	qū/chǎo
趨	qū/cù/qù/cǒu
䓚	qū/cú
誳	qū/juè
坥	qū/jù
蛆	qū/jū
屈	qū/qu/jué/què/jú
𡳆	qū/qù
䒧	qū/qù
曲	qū/qǔ
紶	qū/qǔ
𩪍	qū/shū
魼	qū/xié
䖦	qū/zhuō
伹	qū/zù
岨	qū/zǔ/jǔ
敺	qū/ōu
䧢	qū/ōu
區	qū/ōu/gōu/qiū/kòu
𢛕	qūn
𡈀	qūn
囷	qūn
夋	qūn
㟒	qūn
𩎗	qūn
𩤁	qūn
𦽖	qūn
峮	qūn
踆	qūn/cún/zūn/qiù/zhūn/cūn
逡	qūn/xùn/suō
䡔	qǐ
玘	qǐ
棨	qǐ
啟	qǐ
屺	qǐ
啓	qǐ
䏿	qǐ
䭫	qǐ
諬	qǐ
芑	qǐ
㒅	qǐ
企	qǐ
啔	qǐ
𦸆	qǐ
𡺓	qǐ
闙	qǐ
𠧒	qǐ
𥫟	qǐ
绮	qǐ
岂	qǐ
䒻	qǐ
起	qǐ
杞	qǐ
邔	qǐ
𧘗	qǐ
婍	qǐ
启	qǐ
𧼘	qǐ
呇	qǐ
䄫	qǐ
𡷞	qǐ
䄎	qǐ
䎢	qǐ
㫓	qǐ
𦄊	qǐ
𥔩	qǐ
䋯	qǐ
𧙾	qǐ
𨙬	qǐ
𡹘	qǐ
𩒨	qǐ
盀	qǐ
䭬	qǐ
唘	qǐ
晵	qǐ/dù
豈	qǐ/kǎi
乞	qǐ/qì
綮	qǐ/qìng
𩠦	qǐ/shǒu
綺	qǐ/yǐ
䔇	qǐ/ái
𢫲	qǐn
坅	qǐn
𤙋	qǐn
𪙟	qǐn
寑	qǐn
𡫧	qǐn
寝	qǐn
赾	qǐn
㝲	qǐn
𠔎	qǐn
昑	qǐn
𥵧	qǐn
𩔟	qǐn
螼	qǐn
锓	qǐn
𠻨	qǐn
㾛	qǐn
𦯈	qǐn
𧾏	qǐn
笉	qǐn
𤿳	qǐn
𧼒	qǐn
𩓒	qǐn
寢	qǐn
鋟	qǐn/qiān/qīn/jìn
梫	qǐn/qīn
苘	qǐng
庼	qǐng
请	qǐng
檾	qǐng
顷	qǐng
䔛	qǐng
㷫	qǐng
㩩	qǐng
𡲀	qǐng
𡄇	qǐng
𢹃	qǐng
𩔥	qǐng
𠗝	qǐng
𩒵	qǐng
䯧	qǐng/qìng
謦	qǐng/qìng
請	qǐng/qìng/qíng
廎	qǐng/qìng/qīng
漀	qǐng/qīng
頃	qǐng/qīng/kuǐ
齲	qǔ
䶚	qǔ
竬	qǔ
𤖬	qǔ
𦗛	qǔ
詓	qǔ
𡟥	qǔ
龋	qǔ
𪋄	qǔ
𨓭	qǔ/còu
𧉧	qǔ/jié
娶	qǔ/jū/shū
竘	qǔ/kǒu
取	qǔ/qū
蝺	qǔ/yǔ
𦃢	qǔn
兒	r/ér/ní
儿	r/ér/rén
蒅	ran
綛	ren
躵	ren
穃	rong
肉	ròu/rù
柔	róu
揉	róu
扖	ru
杁	ru
込	ru
鳰	ru
嶿	ru
嵶	ruo
𨪳	ruàn
𨨰	ruàn
𨬔	ruàn
壖	ruán
𥈇	ruán
𢱾	ruán
𤲬	ruán
𣽳	ruán
堧	ruán/nuò
䙇	ruán/nuǎn
